cod_entidad;entidad;cod_tipo_gasto;tipo_gasto;cod_grupo_gasto;grupo_gasto;cod_subgrupo_gasto;subgrupo_gasto;cod_renglon;renglon;asignado;vigente;devengado
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;211;ALIMENTOS PARA PERSONAS;143338488;49702971.7;14186267.45
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;220;MINERALES;223;PIEDRA, ARCILLA Y ARENA;102650;88701;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;220;MINERALES;224;POMEZ, CAL Y YESO;65280;7480;1650
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;239;OTROS TEXTILES Y VESTUARIO;9684679;12424119;24050
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;247;ESPECIES TIMBRADAS Y VALORES;37567;21189.4;4917.2
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;253;LLANTAS Y NEUMATICOS;1009399;481386;235943.25
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;261;ELEMENTOS Y COMPUESTOS QUIMICOS;4282355;4220150.6;3048379.46
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;262;COMBUSTIBLES Y LUBRICANTES;5296951;4212016.65;3632374.4
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;263;ABONOS Y FERTILIZANTES;2880;0;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;264;INSECTICIDAS, FUMIGANTES Y SIMILARES;515886;107638;13276.25
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;269;OTROS PRODUCTOS QUIMICOS Y CONEXOS;415883;132278.5;18001.69
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;272;PRODUCTOS DE VIDRIO;81770;53590;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;273;PRODUCTOS DE LOZA Y PORCELANA;36360;7200;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;274;CEMENTO;162770;152179;14955
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;275;PRODUCTOS DE CEMENTO, POMEZ, ASBESTO Y YESO;384773;29240;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;283;PRODUCTOS DE METAL Y SUS ALEACIONES;787483;305966.5;17819.25
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;286;HERRAMIENTAS MENORES;1129195;247008.8;29617.34
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;289;OTROS PRODUCTOS METALICOS;504015;90052;3983.49
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;293;UTILES EDUCACIONALES Y CULTURALES;8339426;3720868.62;804716.05
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;297;MATERIALES, PRODUCTOS Y ACCS. ELECTRICOS, CABLEADO ESTRUCTURADO DE REDES INFORMATICAS Y TELEFONICAS;2705809;515746.25;117281.22
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;298;ACCESORIOS Y REPUESTOS EN GENERAL;3345726;1244043.68;384627.14
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;299;OTROS MATERIALES Y SUMINISTROS;918047;359759;5713.52
11130008;MINISTERIO DE EDUCACION;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;325;EQUIPO DE TRANSPORTE;3955184;3564784;0
11130008;MINISTERIO DE EDUCACION;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;326;EQUIPO PARA COMUNICACIONES;4887070;5435206;86615
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;295;UTILES MENORES, SUMINISTROS E INSTRUMENTAL MEDICO-QUIRURGICOS, DE LABORATORIO Y CUIDADO DE LA SALUD;211009;1700997.04;1346475.53
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;29;OTRAS REMUNERACIONES DE PERSONAL TEMPORAL;7800000;7800000;5100777.11
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;21;PERSONAL SUPERNUMERARIO;1190774417;1348372525;826408557.1
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;252;ARTICULOS DE CUERO;55050;54404;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;411;AYUDA PARA FUNERALES;1917080;2214461;1208648.81
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;412;PRESTACIONES POSTUMAS;3529268;9339621;7196402.53
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;413;INDEMNIZACIONES AL PERSONAL;16833155;15048552;14508736.09
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;415;VACACIONES PAGADAS POR RETIRO;2442465;5108100;4926118.49
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;900;ASIGNACIONES GLOBALES;910;GASTOS IMPREVISTOS;913;SENTENCIAS JUDICIALES;17496792;5496792;1502901.91
11130008;MINISTERIO DE EDUCACION;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;323;MOBILIARIO Y EQUIPO MEDICO-SANITARIO Y DE LABORATORIO;474415;821535;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;419;OTRAS TRANSFERENCIAS A PERSONAS INDIVIDUALES;74268057;46498306;34304650.77
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;80;PERSONAL CONTRATADO POR ORGANISMOS INTERNACIONALES;81;PERSONAL ADMINISTRATIVO, TECNICO, PROFESIONAL Y OPERATIVO;5064000;5736000;3228709.1
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;153;ARRENDAMIENTO DE MAQUINAS Y EQUIPOS DE OFICINA;227000;330110;70497.5
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;181;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE PRE-FACTIBILIDAD Y FACTIBILIDAD;251520;0;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;183;SERVICIOS JURIDICOS;314000;1267000;731000
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;184;SERVICIOS ECONOMICOS, FINANCIEROS, CONTABLES Y DE AUDITORIA;1423425;1179500;215897.36
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;185;SERVICIOS DE CAPACITACION;180875628;152004440;86279802.9
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;186;SERVICIOS DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;1607600;1477600;178700
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;900;ASIGNACIONES GLOBALES;990;CREDITOS DE RESERVA;991;CREDITOS DE RESERVA;2878530;0;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;430;TRANSFERENCIAS  A ENTIDADES DEL SECTOR PRIVADO;435;TRANSFERENCIAS A  OTRAS INSTITUCIONES SIN FINES DE LUCRO;2082610149;2298390158;2265843780
11130008;MINISTERIO DE EDUCACION;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;330;CONSTRUCCIONES POR CONTRATO;332;CONSTRUCCIONES DE BIENES NACIONALES DE USO NO COMUN;83751851;117953693;0
11130008;MINISTERIO DE EDUCACION;20;INVERSION;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;188;SERVICIOS DE INGENIERIA, ARQUITECTURA Y SUPERVISION DE OBRAS;0;391320;130440
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;430;TRANSFERENCIAS  A ENTIDADES DEL SECTOR PRIVADO;431;TRANSFERENCIAS A INSTITUCIONES DE ENSEÑANZA;309365175;324591829;305174767.3
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;134;COMPENSACION POR KILOMETRO RECORRIDO;3264;33264;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;17;DERECHOS ESCALAFONARIOS;3243425196;4178691905;3513271215
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;23;INTERINATOS POR LICENCIA Y BECAS;0;8203224;7813472.44
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;25;COMPLEMENTO POR ANTIGUEDAD AL PERSONAL TEMPORAL;4320;4320;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;131;VIATICOS EN EL EXTERIOR;1550000;1500000;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;135;OTROS VIATICOS Y GASTOS CONEXOS;252500;250000;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;143;ALMACENAJE;144775;265370;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;155;ARRENDAMIENTO DE MEDIOS DE TRANSPORTE;3423000;837200;9660
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;163;MANTENIMIENTO Y REPARACION DE EQUIPO MEDICO, SANITARIO Y DE LABORATORIO;90000;90000;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;164;MANTENIMIENTO Y REPARACION DE EQUIPOS EDUCACIONALES Y RECREATIVOS;257950;213600;13500
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;176;MANTENIMIENTO Y REPARACION DE OTRAS OBRAS E INSTALACIONES;3090732;2852232;14944.5
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;182;SERVICIOS MEDICO-SANITARIOS;0;1163700;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;187;SERVICIOS POR ACTUACIONES ARTISTICAS Y DEPORTIVAS;0;787000;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;196;SERVICIOS DE ATENCION Y PROTOCOLO;7506014;7548341;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;214;PRODUCTOS AGROFORESTALES, MADERA, CORCHO Y SUS MANUFACTURAS;111230;153986.75;5452.75
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;281;PRODUCTOS SIDERURGICOS;189369;176890;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;284;ESTRUCTURAS METALICAS ACABADAS;708045;2539697;11300
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;294;UTILES DEPORTIVOS Y RECREATIVOS;78112403;22323427;834022.2
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;450;TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;451;TRANSFERENCIAS A LA ADMINISTRACION CENTRAL;2432100;2432100;2188890
11130008;MINISTERIO DE EDUCACION;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;321;MAQUINARIA Y EQUIPO DE PRODUCCION;164527;395435;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;282;PRODUCTOS METALURGICOS NO FERRICOS;18405;37740;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;246;TEXTOS DE ENSEÑANZA;0;0;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;156;ARRENDAMIENTO DE OTRAS MAQUINAS Y EQUIPO;0;0;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;470;TRANSFERENCIAS  AL SECTOR EXTERNO;472;TRANSFERENCIAS A ORGANISMOS E INSTITUCIONES INTERNACIONALES;1350784;1350784;1305589.52
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;470;TRANSFERENCIAS  AL SECTOR EXTERNO;473;TRANSFERENCIAS A ORGANISMOS REGIONALES;401558;401558;391988.98
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;136;RECONOCIMIENTO DE GASTOS;0;100000;14336.3
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;166;MANTENIMIENTO Y REPARACION DE EQUIPO PARA COMUNICACIONES;78100;40100;25045
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;249;OTROS PRODUCTOS DE PAPEL, CARTON E IMPRESOS;0;0;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;60;DIETAS Y GASTOS DE REPRESENTACION;61;DIETAS;180000;180000;30750
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;450;TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;453;TRANSFERENCIAS A ENTIDADES DESCENTRALIZADAS Y AUTONOMAS NO FINANCIERAS;267492489;267492489;150513102
11130008;MINISTERIO DE EDUCACION;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;530; TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;533;TRANSFERENCIAS A ENTIDADES DESCENTRALIZADAS Y AUTONOMAS NO FINANCIERAS;5903095;5903095;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;30;PERSONAL POR JORNAL Y  A  DESTAJO;31;JORNALES;35169450;35169450;29203712.58
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;30;PERSONAL POR JORNAL Y  A  DESTAJO;33;COMPLEMENTOS ESPECIFICOS AL PERSONAL POR JORNAL;22923895;30264155;21150246.69
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;416;BECAS DE ESTUDIO EN EL INTERIOR;62667050;62748050;49151943
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;271;PRODUCTOS DE ARCILLA;550;8075;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;231;HILADOS Y TELAS;0;12022;2421.3
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;11;PERSONAL PERMANENTE;393330555;507690974;412407219.4
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;12;COMPLEMENTO PERSONAL AL SALARIO DEL PERSONAL PERMANENTE;249041;269960;190686
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;13;COMPLEMENTO POR ANTIGUEDAD AL PERSONAL PERMANENTE;516030968;590904572;480034201.7
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;14;COMPLEMENTO POR CALIDAD PROFESIONAL AL PERSONAL PERMANENTE;9159751;24273075;19675626.01
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;15;COMPLEMENTOS ESPECIFICOS AL PERSONAL PERMANENTE;638267040;1430623771;1109648487
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;29;OTRAS REMUNERACIONES DE PERSONAL TEMPORAL;154772384;225088898;158979832.3
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;60;DIETAS Y GASTOS DE REPRESENTACION;63;GASTOS DE REPRESENTACION EN EL INTERIOR;720000;780000;600451.62
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;71;AGUINALDO;110197928;184368045;65914021.17
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;72;BONIFICACION ANUAL (BONO 14);110222726;193864638;164528323.3
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;73;BONO VACACIONAL;10972200;13063710;31133.52
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;120;DIVULGACION, IMPRESION Y ENCUADERNACION;121;DIVULGACION E INFORMACION;5498203;13170568.1;1206507.52
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;120;DIVULGACION, IMPRESION Y ENCUADERNACION;122;IMPRESION, ENCUADERNACION Y REPRODUCCION;15484206;19652084.34;7510567.55
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;131;VIATICOS EN EL EXTERIOR;25000;100000;47207.76
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;133;VIATICOS EN EL INTERIOR;17573732;10194665.53;4798690.88
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;136;RECONOCIMIENTO DE GASTOS;6271731;3367923;1168377.24
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;141;TRANSPORTE DE PERSONAS;853629;7376033;6580161.26
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;158;DERECHOS DE BIENES INTANGIBLES;1248000;4812186.86;761769
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;164;MANTENIMIENTO Y REPARACION DE EQUIPOS EDUCACIONALES Y RECREATIVOS;22583;26000;990
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;165;MANTENIMIENTO Y REPARACION DE MEDIOS DE TRANSPORTE;11133556;9429342.75;5286361.43
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;169;MANTENIMIENTO Y REPARACION DE OTRAS MAQUINARIAS Y EQUIPOS;22791551;11781165.83;7347079.98
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;185;SERVICIOS DE CAPACITACION;17450981;11912488;5023103.39
11130009;MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;186;SERVICIOS DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;5448789;5469098;3299265.57
